Déplacement en Z corrigé (µm)	Effort normal (mN)						
46,036297	-0,051485						
46,077496	-0,019036						
46,122263	-0,029853						
46,163463	-0,029853						
46,218395	-0,00822						
46,270029	-0,00822						
46,318095	0,013412						
46,366161	0,024228						
46,424661	0,013412						
46,479594	0,013412						
46,524361	0,035044						
46,589191	0,024228						
46,640824	0,002596						
46,692189	-0,00822						
46,736956	-0,00822						
46,79162	-0,00822						
46,839686	-0,019036						
46,887752	-0,029853						
46,928952	-0,029853						
46,970151	-0,029853						
47,007783	-0,019036						
47,052281	-0,019036						
47,083584	-0,019036						
47,128351	-0,019036						
47,176417	-0,019036						
47,214318	0,024228						
47,262384	-0,029853						
47,320615	0,002596						
47,372249	-0,00822						
47,430481	0,024228						
47,482114	0,013412						
47,547481	0,013412						
47,612579	0,013412						
47,67411	0,013412						
47,73261	0,013412						
47,797708	-0,00822						
47,852641	-0,029853						
47,907573	-0,00822						
47,965805	-0,029853						
48,024036	-0,040669						
48,068535	-0,019036						
48,106704	-0,040669						
48,151203	-0,040669						
48,206135	-0,029853						
48,240737	-0,00822						
48,281936	-0,019036						
48,316538	-0,029853						
48,354438	0,013412						
48,41267	0,013412						
48,460736	0,002596						
48,502204	0,002596						
48,546703	0,013412						
48,601366	0,002596						
48,666465	-0,019036						
48,714531	-0,00822						
48,762597	-0,019036						
48,820828	-0,029853						
48,87906	-0,029853						
48,933992	-0,029853						
48,982058	-0,029853						
49,033692	-0,040669						
49,088625	-0,00822						
49,136691	-0,019036						
49,184757	-0,019036						
49,232823	-0,00822						
49,27456	-0,019036						
49,33912	0,002596						
49,37729	0,013412						
49,421788	0,024228						
49,459957	0,002596						
49,518189	0,013412						
49,566255	0,002596						
49,614321	-0,019036						
49,648654	0,002596						
49,689853	-0,00822						
49,737651	-0,00822						
49,778581	-0,040669						
49,806316	-0,029853						
49,854114	-0,040669						
49,891746	-0,051485						
49,926347	-0,073117						
49,981011	-0,040669						
50,022211	-0,051485						
50,073844	-0,040669						
50,115312	-0,029853						
50,173544	-0,00822						
50,238642	-0,00822						
50,280379	0,002596						
50,342178	0,013412						
50,407276	-0,00822						
50,475942	-0,00822						
50,534442	0,002596						
50,599541	-0,00822						
50,667938	0,002596						
50,726438	-0,029853						
50,784669	-0,019036						
50,849767	-0,019036						
50,897834	-0,019036						
50,952766	-0,019036						
51,000832	-0,040669						
51,045331	-0,051485						
51,0835	-0,00822						
51,127998	-0,019036						
51,169198	-0,00822						
51,200232	0,002596						
51,237863	-0,00822						
51,272465	0,002596						
51,317232	-0,00822						
51,355133	0,002596						
51,396064	0,013412						
51,440831	0,002596						
51,499062	0,04586						
51,553726	0,002596						
51,595194	0,002596						
51,646559	0,002596						
51,701492	0,002596						
51,766321	-0,019036						
51,824821	-0,019036						
51,876186	-0,040669						
51,941285	-0,040669						
52,009682	-0,029853						
52,061584	-0,029853						
52,119816	-0,019036						
52,185182	-0,019036						
52,236816	-0,019036						
52,285151	-0,019036						
52,340084	-0,00822						
52,391717	-0,00822						
52,436484	0,013412						
52,491148	0,013412						
52,539214	0,013412						
52,583981	0,002596						
52,635346	0,002596						
52,673247	-0,00822						
52,724343	-0,019036						
52,76911	-0,040669						
52,817176	-0,040669						
52,865242	-0,029853						
52,913308	-0,051485						
52,967972	-0,040669						
53,026204	-0,040669						
53,067941	-0,040669						
53,119306	-0,019036						
53,170939	-0,019036						
53,222573	-0,019036						
53,287671	0,002596						
53,346172	0,002596						
53,404403	0,002596						
53,456037	0,002596						
53,514537	-0,00822						
53,565902	0,002596						
53,607639	0,024228						
53,668901	0,002596						
53,723833	-0,029853						
53,771899	-0,029853						
53,819965	-0,019036						
53,867763	-0,019036						
53,915829	-0,040669						
53,970493	-0,040669						
54,018559	-0,019036						
54,056459	-0,019036						
54,097659	-0,029853						
54,135559	-0,040669						
54,183625	-0,029853						
54,231691	-0,00822						
54,279757	-0,019036						
54,324524	-0,00822						
54,37259	0,002596						
54,414059	-0,00822						
54,468991	-0,00822						
54,523924	0,013412						
54,582155	-0,00822						
54,637088	0,013412						
54,69532	0,002596						
54,753551	-0,00822						
54,821948	-0,019036						
54,876881	-0,029853						
54,921648	-0,040669						
54,976312	-0,040669						
55,034812	-0,040669						
55,082878	-0,019036						
55,137811	-0,040669						
55,179279	-0,040669						
55,227345	-0,040669						
55,268544	-0,029853						
55,303146	-0,029853						
55,351212	-0,029853						
55,392412	-0,00822						
55,433611	-0,00822						
55,478109	-0,00822						
55,51601	-0,00822						
55,550612	0,013412						
55,605275	-0,00822						
55,663238	-0,019036						
55,711304	-0,019036						
55,756071	-0,040669						
55,811004	-0,040669						
55,872535	-0,062301						
55,934334	-0,029853						
55,982669	-0,040669						
56,044468	-0,029853						
56,102699	-0,029853						
56,167797	-0,029853						
56,219431	-0,029853						
56,267766	-0,019036						
56,325997	-0,00822						
56,377631	0,013412						
56,429265	0,002596						
56,48063	-0,00822						
56,535562	0,002596						
56,577031	0,013412						
56,631694	0,002596						
56,666296	-0,029853						
56,710794	0,013412						
56,762159	0,002596						
56,806658	-0,029853						
56,851156	-0,040669						
56,888788	-0,040669						
56,929987	-0,040669						
56,971187	-0,00822						
57,012655	-0,029853						
57,060452	-0,029853						
57,108518	-0,029853						
57,149718	-0,019036						
57,194485	-0,00822						
57,249418	-0,00822						
57,297484	0,002596						
57,338952	0,002596						
57,387018	0,002596						
57,448817	0,002596						
57,50375	0,002596						
57,552085	0,024228						
57,613615	0,002596						
57,678713	0,013412						
57,733646	-0,00822						
57,795176	-0,00822						
57,850109	-0,019036						
57,911639	-0,00822						
57,949809	-0,029853						
58,00804	-0,029853						
58,052807	-0,029853						
58,100873	-0,029853						
58,148939	-0,019036						
58,197005	-0,019036						
58,241772	-0,019036						
58,279673	0,002596						
58,321141	0,002596						
58,36564	0,002596						
58,417005	0,013412						
58,454905	0,002596						
58,499672	0,024228						
58,551037	0,002596						
58,602133	0,002596						
58,637004	0,002596						
58,688369	-0,00822						
58,753198	-0,019036						
58,804563	-0,019036						
58,859496	-0,029853						
58,907562	-0,062301						
58,959464	-0,019036						
59,020995	-0,029853						
59,069061	-0,00822						
59,117127	-0,019036						
59,16876	-0,019036						
59,220394	-0,00822						
59,26846	-0,00822						
59,313227	-0,00822						
59,361293	0,013412						
59,416226	0,024228						
59,464292	0,035044						
59,512358	0,04586						
59,54696	0,013412						
59,601624	0,002596						
59,646391	0,002596						
59,694188	-0,019036						
59,735387	-0,00822						
59,773019	-0,029853						
59,81092	-0,029853						
59,865584	-0,019036						
59,91365	-0,040669						
59,954849	-0,019036						
59,996049	-0,029853						
60,047682	-0,040669						
60,102615	-0,029853						
60,157548	-0,019036						
60,205882	-0,019036						
60,267682	0,013412						
60,329481	0,002596						
60,381114	0,002596						
60,446213	0,002596						
60,508281	0,013412						
60,576678	-0,00822						
60,638477	-0,019036						
60,700276	0,013412						
60,765374	-0,00822						
60,823606	-0,019036						
60,885405	-0,00822						
60,943636	-0,029853						
61,001599	-0,019036						
61,03647	-0,029853						
61,074101	-0,040669						
61,108703	-0,019036						
61,153201	-0,029853						
61,194401	-0,019036						
61,225435	-0,019036						
61,259768	-0,00822						
61,294101	-0,00822						
61,321836	-0,00822						
61,359736	0,002596						
61,404503	0,002596						
61,442404	0,002596						
61,4935	-0,00822						
61,544865	-0,00822						
61,599798	-0,029853						
61,661328	-0,00822						
61,712962	-0,00822						
61,781359	-0,040669						
61,843158	-0,029853						
61,901658	-0,040669						
61,963189	-0,040669						
62,01839	-0,040669						
62,083488	-0,029853						
62,148586	-0,029853						
62,20022	-0,029853						
62,251854	-0,040669						
62,313653	-0,019036						
62,358689	-0,019036						
62,410054	-0,029853						
62,464986	0,002596						
62,519919	0,002596						
62,55782	-0,00822						
62,612483	0,024228						
62,656982	-0,00822						
62,702018	-0,00822						
62,756682	0,002596						
62,808046	-0,00822						
62,852814	-0,019036						
62,907477	-0,019036						
62,959111	-0,029853						
63,00361	-0,040669						
63,054975	-0,029853						
63,089576	-0,029853						
63,140941	-0,029853						
63,185708	-0,00822						
63,233774	-0,00822						
63,271675	0,013412						
63,319741	0,013412						
63,367807	0,013412						
63,412574	0,013412						
63,46064	0,013412						
63,508706	0,013412						
63,560071	0,013412						
63,615004	-0,00822						
63,669668	0,002596						
63,711136	0,002596						
63,759202	-0,00822						
63,817165	-0,029853						
63,855065	-0,019036						
63,90643	-0,040669						
63,954496	-0,029853						
63,995696	-0,00822						
64,040463	-0,029853						
64,088529	-0,040669						
64,136595	-0,019036						
64,194826	-0,00822						
64,243161	0,002596						
64,298094	-0,00822						
64,356325	0,024228						
64,401361	0,013412						
64,456294	0,002596						
64,521392	0,024228						
64,566428	0,024228						
64,631257	0,035044						
64,693056	-0,00822						
64,751557	0,002596						
64,809788	-0,019036						
64,86802	-0,029853						
64,929819	0,002596						
64,981184	-0,00822						
65,032549	-0,029853						
65,070449	-0,029853						
65,118515	0,002596						
65,166581	-0,019036						
65,194317	-0,019036						
65,228649	0,013412						
65,263251	0,013412						
65,297584	0,002596						
65,338783	0,013412						
65,379983	0,002596						
65,428049	-0,00822						
65,462382	-0,00822						
65,510448	-0,00822						
65,571978	-0,00822						
65,616745	0,002596						
65,671678	-0,019036						
65,736776	0,002596						
65,805173	-0,019036						
65,863673	-0,019036						
65,93207	-0,029853						
65,990571	-0,00822						
66,052639	-0,019036						
66,121036	-0,019036						
66,186134	-0,029853						
66,241335	-0,019036						
66,299836	-0,00822						
66,351469	0,002596						
66,409701	0,002596						
66,44787	0,013412						
66,499235	0,024228						
66,5506	0,024228						
66,592068	0,024228						
66,640134	0,024228						
66,678035	0,013412						
66,725563	0,002596						
66,763464	-0,019036						
66,811261	-0,00822						
66,848893	-0,019036						
66,873329	-0,029853						
66,917827	-0,019036						
66,965625	-0,019036						
67,006824	-0,029853						
67,038127	-0,00822						
67,092791	-0,019036						
67,147723	-0,019036						
67,185893	-0,00822						
67,240825	0,013412						
67,299057	0,013412						
67,357557	0,013412						
67,415789	0,013412						
67,47402	0,024228						
67,535819	0,024228						
67,590752	0,013412						
67,645685	0,013412						
67,690452	0,013412						
67,751982	0,002596						
67,800317	0,002596						
67,854981	0,002596						
67,903047	-0,019036						
67,947545	-0,019036						
67,989014	-0,029853						
68,033512	-0,019036						
68,081578	-0,029853						
68,126076	-0,040669						
68,163977	-0,019036						
68,208744	-0,019036						
68,246645	-0,019036						
68,301577	0,002596						
68,346344	-0,00822						
68,397978	-0,00822						
68,452911	0,024228						
68,507843	0,013412						
68,569642	0,002596						
68,634741	0,024228						
68,699839	0,013412						
68,761369	0,002596						
68,819869	0,013412						
68,884968	-0,019036						
68,943199	-0,019036						
68,987966	-0,029853						
69,042899	-0,029853						
69,10113	-0,019036						
69,142599	0,002596						
69,187097	-0,00822						
69,235163	0,013412						
69,273064	-0,00822						
69,307665	-0,00822						
69,348865	0,013412						
69,390064	0,013412						
69,431264	0,013412						
69,462298	0,024228						
69,503497	0,013412						
69,554862	0,024228						
69,596061	0,024228						
69,637261	0,035044						
69,681759	-0,00822						
69,729825	-0,019036						
69,784758	-0,029853						
69,839422	-0,00822						
69,894354	-0,019036						
69,952586	-0,040669						
70,00422	-0,00822						
70,062451	-0,019036						
70,120683	-0,00822						
70,175884	-0,019036						
70,230817	0,002596						
70,285749	-0,00822						
70,334084	0,024228						
70,392316	0,013412						
70,447248	0,024228						
70,492284	0,013412						
70,550516	0,024228						
70,608747	0,024228						
70,657082	0,002596						
70,708447	0,002596						
70,759812	-0,00822						
70,797712	0,002596						
70,848809	-0,019036						
70,890008	-0,019036						
70,934507	-0,019036						
70,968839	-0,040669						
70,999873	-0,040669						
71,034475	-0,00822						
71,08584	-0,019036						
71,120442	-0,040669						
71,168239	0,002596						
71,216305	0,024228						
71,26464	0,013412						
71,319572	0,002596						
71,374505	0,013412						
71,433005	0,035044						
71,498103	0,035044						
71,56347	0,002596						
71,618403	0,013412						
71,68377	-0,019036						
71,758765	-0,00822						
71,816996	-0,00822						
71,875228	-0,029853						
71,923562	-0,019036						
71,974927	-0,029853						
72,029591	-0,040669						
72,067761	-0,029853						
72,112259	-0,029853						
72,157026	-0,029853						
72,201524	-0,029853						
72,236126	-0,029853						
72,280624	0,002596						
72,311927	-0,040669						
72,363292	-0,00822						
72,401193	0,002596						
72,459424	0,002596						
72,504191	0,002596						
72,559124	0,013412						
72,620654	0,002596						
72,675587	-0,019036						
72,733819	0,002596						
72,792319	-0,00822						
72,853849	-0,029853						
72,908782	-0,029853						
72,963715	-0,040669						
73,025245	-0,083933						
73,080178	-0,029853						
73,118347	-0,073117						
73,169712	-0,029853						
73,224376	-0,029853						
73,266113	-0,029853						
73,307581	-0,00822						
